action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,pIC50
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25623909,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5363958,Inhibition of human DYRK1A using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCC(Cc1ccccc1)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,,,CHEMBL5360622,J Med Chem,2023,"{'bei': '18.48', 'le': '0.35', 'lle': '4.28', 'sei': '9.59'}",CHEMBL5406461,,CHEMBL5406461,7.25,0,http://www.openphacts.org/units/Nanomolar,3991479,=,1,1,=,,IC50,nM,,56.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.056,7.252
,,15643325,[],CHEMBL3591177,Inhibition of human recombinant DYRK1A expressed in Escherichia coli using RS peptide as substrate,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(-c2ccc3nc(C(=O)O)c4c5cccc(Cl)c5[nH]c4c3c2)cc1,,,CHEMBL3588821,J Med Chem,2015,"{'bei': '18.00', 'le': '0.34', 'lle': '1.35', 'sei': '9.64'}",CHEMBL3589675,,CHEMBL3589675,7.25,0,http://www.openphacts.org/units/Nanomolar,2486224,=,1,1,=,,IC50,nM,,56.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.056,7.252
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23214995,[],CHEMBL4823189,Inhibition of DYRK1A (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc(-c2n[nH]c3ncc(Br)cc23)cc1,,,CHEMBL4819156,Bioorg Med Chem Lett,2021,"{'bei': '25.00', 'le': '0.58', 'lle': '4.16', 'sei': '11.73'}",CHEMBL4871412,,CHEMBL4871412,7.25,0,http://www.openphacts.org/units/Nanomolar,3610643,=,1,1,=,,IC50,nM,,56.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,56.0,7.252
,,18037301,[],CHEMBL4008895,Inhibition of DYRK1A (unknown origin) using woodtide as substrate after 10 mins in presence of [gamma-33P]ATP by microbeta scintillation counting,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)Nc1ccc(-c2cnc3[nH]cc(-c4ccc(O)cc4)c3c2)cc1,,,CHEMBL4007420,J Med Chem,2017,"{'bei': '19.11', 'le': '0.37', 'lle': '3.28', 'sei': '7.63'}",CHEMBL4088888,,CHEMBL4088888,7.25,0,http://www.openphacts.org/units/Nanomolar,2988840,=,1,1,=,,IC50,nM,,56.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,56.0,7.252
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25007748,[],CHEMBL5235544,Inhibition of DYRK1A (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c(c1)[nH]c1c(C(F)(F)F)nccc12,,,CHEMBL5233266,J Med Chem,2021,"{'bei': '27.24', 'le': '0.52', 'lle': '3.51', 'sei': '19.13'}",CHEMBL5289480,,CHEMBL5289480,7.25,0,http://www.openphacts.org/units/Nanomolar,3913727,=,1,1,=,,IC50,nM,,56.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,56.0,7.252
,,18193151,[],CHEMBL4041963,Inhibition of GST tagged recombinant human DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000019,assay format,CCOC(=O)c1cccc(-c2cnc3ccc(N[C@@H](CC)CO)nn23)c1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '20.44', 'le': '0.38', 'lle': '4.48', 'sei': '8.16'}",CHEMBL4071322,,CHEMBL4071322,7.24,0,http://www.openphacts.org/units/Nanomolar,3018147,=,1,1,=,,IC50,nM,,57.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.057,7.244
,,6183722,[],CHEMBL1771957,Inhibition of Dyrk1A kinase using ATP as substrate by 33P radiolabeled kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1occc1CNc1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,,,CHEMBL1770051,Bioorg Med Chem Lett,2011,"{'bei': '20.16', 'le': '0.37', 'lle': '2.70', 'sei': '10.44'}",CHEMBL1476499,,CHEMBL1476499,7.24,0,http://www.openphacts.org/units/Nanomolar,1418946,=,1,1,=,,IC50,nM,,57.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,57.0,7.244
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151879,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.5', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.5'}]",CHEMBL4810626,Displacement of Kinase tracer 236 from biotinylated DYRK1A (unknown origin) expressed in Escherichia coli BL21 (DE3) incubated for 1.5 hrs by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,CN(C)c1ncc(F)c(-c2cnn3ncccc23)n1,,,CHEMBL4808225,J Med Chem,2021,"{'bei': '28.03', 'le': '0.52', 'lle': '5.85', 'sei': '12.23'}",CHEMBL4861396,,CHEMBL4861396,7.24,0,http://www.openphacts.org/units/Nanomolar,3598789,=,1,1,=,,IC50,nM,,57.54,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,pIC50,,UO_0000065,,7.24,7.240
,,18810980,[],CHEMBL4275965,Inhibition of recombinant human N-terminal His6-tagged DYRK1A expressed in Escherichia coli BL21(DE3) using KKISGRLSPIMTEQ-NH2 as substrate after 15 mins in presence of 15 uM [gamma32P]ATP by phosphor imaging analysis,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)C1CCC1,,,CHEMBL4270649,Eur J Med Chem,2018,"{'bei': '21.58', 'le': '0.41', 'lle': '2.63', 'sei': '13.19'}",CHEMBL4294080,,CHEMBL4294080,7.24,0,http://www.openphacts.org/units/Nanomolar,3125445,=,1,1,=,,IC50,nM,,57.8,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,57.8,7.238
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25623920,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5363958,Inhibition of human DYRK1A using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NC(NCc2ccccn2)=N/C1=C\c1ccc2ncsc2c1,,,CHEMBL5360622,J Med Chem,2023,"{'bei': '21.58', 'le': '0.41', 'lle': '4.93', 'sei': '9.13'}",CHEMBL5406568,,CHEMBL5406568,7.24,0,http://www.openphacts.org/units/Nanomolar,3991490,=,1,1,=,,IC50,nM,,58.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.058,7.237
,,18929783,[],CHEMBL4325335,Inhibition of recombinant full-length human GST-tagged DYRK1A expressed in baculovirus expression system by Z'-LYTE assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1n[nH]cc1-c1cc2nc([C@@H]3CCCCN3)[nH]c(=O)c2s1.Cl.Cl,,,CHEMBL4321874,J Med Chem,2020,"{'bei': '22.92', 'le': '0.45', 'lle': '4.73', 'sei': '8.36'}",CHEMBL4439133,,CHEMBL4471906,7.23,0,http://www.openphacts.org/units/Nanomolar,3157873,=,1,1,=,,IC50,nM,,59.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,59.0,7.229
,,18762138,[],CHEMBL4266674,Inhibition of human full-length GST-tagged DYRK1A expressed in baculovirus expression system using RRRFRPASPLRGPPK as substrate after 60 mins by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc2cc(C(=O)Nc3cc(C(=O)NC(CN)c4ccccc4)ccc3C)c(=O)[nH]c2cc1OC,,,CHEMBL4265878,J Med Chem,2018,"{'bei': '14.44', 'le': '0.27', 'lle': '3.69', 'sei': '5.33'}",CHEMBL4277878,,CHEMBL4277878,7.23,0,http://www.openphacts.org/units/Nanomolar,3117340,=,1,1,=,,IC50,nM,,59.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.059,7.229
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24846246,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5146812,Inhibition of DYRK1A (unknown origin) using HT-497 as substrate preincubated with compound followed by substrate addition and measured after 30 mins in the presence of ATP by ELISA analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1F)c1cc(O)c(O)c(O)c1,,,CHEMBL5143627,Bioorg Med Chem Lett,2022,"{'bei': '15.16', 'le': '0.29', 'lle': '4.85', 'sei': '3.66'}",CHEMBL5180939,,CHEMBL5180939,7.22,0,http://www.openphacts.org/units/Nanomolar,3881113,=,1,1,=,,IC50,nM,,60.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,60.0,7.222
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25076348,[],CHEMBL5254664,Inhibition of DYRK1A (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1cc(/C=C2\SC(=S)NC2=O)ccc1OC,,,CHEMBL5252550,Eur J Med Chem,2018,"{'bei': '24.44', 'le': '0.52', 'lle': '4.64', 'sei': '15.18'}",CHEMBL270636,,CHEMBL270636,7.22,0,http://www.openphacts.org/units/Nanomolar,3930717,=,1,1,=,,IC50,nM,,60.2,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,60.2,7.220
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25675496,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '2.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '2.0'}]",CHEMBL5378028,Inhibition of recombinant DYRK1A (unknown origin) using DYRKtide as substrate incubated for 2 hrs in presence of ATP by ADP-Glo kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1cc(/C=C2\SC(=S)NC2=O)ccc1O,,,CHEMBL5375975,J Med Chem,2023,"{'bei': '25.66', 'le': '0.55', 'lle': '4.94', 'sei': '12.33'}",CHEMBL5188976,,CHEMBL5188976,7.22,0,http://www.openphacts.org/units/Nanomolar,4001540,=,1,1,=,,IC50,nM,,60.2,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,60.2,7.220
,,13342254,[],CHEMBL2394340,Inhibition of DYRK1A (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,c1cncc(CNc2nccc(-c3ccc4[nH]ncc4c3)n2)c1,,,CHEMBL2390846,Bioorg Med Chem Lett,2013,"{'bei': '23.86', 'le': '0.43', 'lle': '4.18', 'sei': '9.09'}",CHEMBL1902528,,CHEMBL1902528,7.21,0,http://www.openphacts.org/units/Nanomolar,1900422,=,1,1,=,,IC50,nM,,61.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,61.0,7.215
,,18152996,[],CHEMBL4034241,Inhibition of full-length recombinant human GST-tagged Dyrk1a expressed in baculovirus expression system using Alexa-Fluor tracer-236 incubated for 60 mins by TR-FRET based Lantha-screen Eu kinase assay,B,,,BAO_0000190,BAO_0000019,assay format,Clc1cnccc1-c1c[nH]c2cnccc12,,,CHEMBL4033637,Bioorg Med Chem Lett,2017,"{'bei': '31.41', 'le': '0.62', 'lle': '3.93', 'sei': '17.36'}",CHEMBL4075648,,CHEMBL4075648,7.21,0,http://www.openphacts.org/units/Nanomolar,3011482,=,1,1,=,,IC50,nM,,61.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.061,7.215
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25623980,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5363958,Inhibition of human DYRK1A using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1CC[C@H](NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)CN1,,,CHEMBL5360622,J Med Chem,2023,"{'bei': '21.11', 'le': '0.41', 'lle': '6.22', 'sei': '7.55'}",CHEMBL5433242,,CHEMBL5433242,7.21,0,http://www.openphacts.org/units/Nanomolar,3991550,=,1,1,=,,IC50,nM,,62.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.062,7.208
,,18153169,[],CHEMBL4034241,Inhibition of full-length recombinant human GST-tagged Dyrk1a expressed in baculovirus expression system using Alexa-Fluor tracer-236 incubated for 60 mins by TR-FRET based Lantha-screen Eu kinase assay,B,,,BAO_0000190,BAO_0000019,assay format,Nc1nccc(-c2c[nH]c3cc(C(F)(F)F)ccc23)n1,,,CHEMBL4033637,Bioorg Med Chem Lett,2017,"{'bei': '25.90', 'le': '0.49', 'lle': '3.98', 'sei': '10.66'}",CHEMBL4087456,,CHEMBL4087456,7.21,0,http://www.openphacts.org/units/Nanomolar,3011473,=,1,1,=,,IC50,nM,,62.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.062,7.208
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24835379,[],CHEMBL5144360,Inhibition of human N-terminal His6-tagged DYRK1A expressed in Escherichia coli BL21 (DE3) using KKISGRLSPIMTEQ as substrate incubated in presence of ATP,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccc(C(=O)NCc2ccccc2)cc1)Nc1nc2ccc(O)cc2s1,,,CHEMBL5143522,Eur J Med Chem,2022,"{'bei': '17.21', 'le': '0.33', 'lle': '2.62', 'sei': '6.97'}",CHEMBL4277134,,CHEMBL4277134,7.20,1,http://www.openphacts.org/units/Nanomolar,3878974,=,1,1,=,,IC50,nM,,63.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,63.0,7.201
,,18193165,[],CHEMBL4041963,Inhibition of GST tagged recombinant human DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)Nc1cccc(Nc2ccc3ncc(-c4cccc(NC(C)=O)c4)n3n2)c1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '17.98', 'le': '0.33', 'lle': '3.14', 'sei': '7.17'}",CHEMBL4102871,,CHEMBL4102871,7.20,0,http://www.openphacts.org/units/Nanomolar,3018161,=,1,1,=,,IC50,nM,,63.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.063,7.201
,,19005691,[],CHEMBL4344348,Inhibition of DYRK1A (unknown origin) by FRET-based Lantha-screen Eu kinase binding assay,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)Cn1c2cc(OC)ccc2c2ccnc(C)c21,,,CHEMBL4342463,J Med Chem,2020,"{'bei': '25.30', 'le': '0.47', 'lle': '4.51', 'sei': '13.48'}",CHEMBL4521356,,CHEMBL4521356,7.19,0,http://www.openphacts.org/units/Nanomolar,3171434,=,1,1,=,,IC50,nM,,64.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,64.0,7.194
,,20680051,[],CHEMBL4622607,Inhibition of recombinant human N-terminal Hex-tagged DYRK1A (127 to 485 residues) expressed in Escherichia coli BL21 (DE3) incubated for 1.5 hrs by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccccc1Nc1nccc(-c2cnn3ncccc23)n1,,,CHEMBL4619818,ACS Med Chem Lett,2020,"{'bei': '23.79', 'le': '0.43', 'lle': '3.95', 'sei': '10.58'}",CHEMBL366259,,CHEMBL366259,7.19,0,http://www.openphacts.org/units/Nanomolar,3482664,=,1,1,=,,IC50,nM,,64.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,64.0,7.194
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25623956,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5363958,Inhibition of human DYRK1A using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1ccc(NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)n1,,,CHEMBL5360622,J Med Chem,2023,"{'bei': '22.16', 'le': '0.43', 'lle': '5.22', 'sei': '8.54'}",CHEMBL5407529,,CHEMBL5407529,7.19,0,http://www.openphacts.org/units/Nanomolar,3991526,=,1,1,=,,IC50,nM,,65.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.065,7.187
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24360835,[],CHEMBL5034566,Inhibition of DYRK1A (unknown origin) assessed as accumulation of ADP by ADP hunter plus assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc(N)c2c(C#N)c(-c3cccnc3)[nH]c2n1,,,CHEMBL5034005,J Med Chem,2021,"{'bei': '28.72', 'le': '0.52', 'lle': '5.41', 'sei': '6.89'}",CHEMBL5091344,,CHEMBL5091344,7.19,0,http://www.openphacts.org/units/Nanomolar,3774789,=,1,1,=,,IC50,nM,,65.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.065,7.187
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25623878,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5363958,Inhibition of human DYRK1A using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@]12CC3CC(NC4=N/C(=C\c5ccc6ncsc6c5)C(=O)N4)(C1)C[C@@](C)(C3)C2,,,CHEMBL5360622,J Med Chem,2023,"{'bei': '17.66', 'le': '0.34', 'lle': '2.72', 'sei': '10.82'}",CHEMBL5435495,,CHEMBL5435495,7.18,0,http://www.openphacts.org/units/Nanomolar,3991448,=,1,1,=,,IC50,nM,,66.0,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,uM,UO_0000065,,0.066,7.180
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151853,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.5', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.5'}]",CHEMBL4810626,Displacement of Kinase tracer 236 from biotinylated DYRK1A (unknown origin) expressed in Escherichia coli BL21 (DE3) incubated for 1.5 hrs by TR-FRET assay,B,,,BAO_0000190,BAO_0000019,assay format,F[C@@H]1CCN(c2nccc(-c3cnn4ncccc34)n2)C1,,,CHEMBL4808225,J Med Chem,2021,"{'bei': '25.25', 'le': '0.47', 'lle': '5.45', 'sei': '12.13'}",CHEMBL4852944,,CHEMBL4852944,7.18,0,http://www.openphacts.org/units/Nanomolar,3598763,=,1,1,=,,IC50,nM,,66.07,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,pIC50,,UO_0000065,,7.18,7.180
,,18407965,[],CHEMBL4151434,Inhibition of GST-tagged human recombinant DYRK1A by FRET-based LanthaScreen Eu kinase binding assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c(c1)[nH]c1c(C(C)=O)nccc12,,,CHEMBL4145671,J Med Chem,2018,"{'bei': '29.87', 'le': '0.54', 'lle': '4.25', 'sei': '13.05'}",CHEMBL1957115,ARENARINE C,CHEMBL1957115,7.18,0,http://www.openphacts.org/units/Nanomolar,3055170,=,1,1,=,,IC50,nM,,66.7,CHEMBL2292,Homo sapiens,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,9606,,,IC50,nM,UO_0000065,,66.7,7.176
